Title,Product #,Released,Lowest,Average,Highest,URL,category
My Scene Miami Getaway Kenzie & Vespa Giftset,G6338,2005,175,,233,https://www.barbiedb.com/wp-content/uploads/2020/05/my-scene-miami-getaway-kenzie-vespa-giftset.jpg,sets
My Favorite Ken,T7668,2011,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/my-favorite-ken.jpg,ken
Montgomery Ward’s Mix N Match gift set,892,1962,385,,675,https://www.barbiedb.com/wp-content/uploads/2020/05/montgomery-wards-mix-n-match-gift-set.jpg,sets
Mega Bloks Barbie Fairy Treehouse,DBM19,2015,17,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/mega-bloks-barbie-fairy-treehouse.jpg,houses
Mega Bloks Barbie Fairy Adventure,CNF00,2015,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/mega-bloks-barbie-fairy-adventure.jpg,movie_show_chars
Mega Bloks Barbie Build ‘N Play Day at The Stables Set,CNK35,2015,11,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/mega-bloks-barbie-build-n-play-day-at-the-stables-set.jpg,sets
Marilyn Monroe Giftset,53982,2002,60,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/marilyn-monroe-giftset.jpg,sets
Magic Jewel Ken,54855,2002,15,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/magic-jewel-ken.jpg,ken
Libra Barbie (AA),C6247,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/libra-barbie-aa.jpg,horoscopes
Leo Barbie,C6257,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/leo-barbie-c6257.jpg,horoscopes
Leo Barbie,C6244,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/leo-barbie.jpg,horoscopes
Kennel Care Barbie Doll Gift Set,53449,2002,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/kennel-care-barbie-doll-gift-set-529x1024.jpg,sets
Ken In India,P6875,2008,80,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-in-india.jpg,nationalities
Ken Fashion Avenue Outfit Blue Shirt & Trunks,B3219,2003,32,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-fashion-avenue-outfit-blue-shirt-trunks.jpg,fashion_beauty
Ken Cool Careers Baseball Outfit,2950,1991,18,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-cool-careers-baseball-outfit.jpg,special_occasion
Ken Beach Doll,X9602,2013,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/ken-beach-doll-x9602.jpg,vacation
Joie de Vivre Barbie,M0723,2008,350,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/joie-de-vivre-barbie.jpg,collector_edition
Island Fun Barbie Sunshine Vacation,7946,1987,100,,330,https://www.barbiedb.com/wp-content/uploads/2020/05/island-fun-barbie-sunshine-vacation.jpg,vacation
Ice Cream Shoppe Barbie,3653,1998,300,,400,https://www.barbiedb.com/wp-content/uploads/2020/05/ice-cream-shoppe-barbie.jpg,dining
I Love Valentines! Barbie Doll,Y7088,2013,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/i-love-valentines-barbie-doll.jpg,holiday
Hello Barbie Doll Light Brown,DNR57,2015,75,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/hello-barbie-doll-light-brown.jpg,
Hello Barbie Doll Dark Hair Teresa,DNR56,2015,75,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/hello-barbie-doll-dark-hair-teresa.jpg,fashion_beauty
Happy Family Barbie Baby Doctor AA,56727,2003,75,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/happy-family-barbie-baby-doctor-aa.jpg,careers
Gold Medal Ken,7380,1975,175,,250,https://www.barbiedb.com/wp-content/uploads/2020/05/gold-medal-ken.jpg,ken
Giggles N Swing Barbie Doll & Kelly Play Set,20333,1999,40,,52,https://www.barbiedb.com/wp-content/uploads/2020/05/giggles-n-swing-barbie-doll-kelly-play-set.jpg,sets
Gianfranco Ferre Ken,BDH41,1995,67,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/gianfranco-ferre-ken.jpg,ken
Gemini Barbie,C6242,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/gemini-barbie-c6242.jpg,horoscopes
Gemini Barbie,C6255,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/gemini-barbie.jpg,horoscopes
French Quarter Barbie Fashion,B2518,2003,175,,185,https://www.barbiedb.com/wp-content/uploads/2020/05/french-quarter-barbie-fashion.jpg,nationalities
Flower Surprise Ken,56781,2002,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/flower-surprise-ken.jpg,ken
Filipina Barbie Santacruzan Reyna de las Aetas,63815,1997,100,,145,https://www.barbiedb.com/wp-content/uploads/2020/05/filipina-barbie-santacruzan-reyna-de-las-aetas.jpg,royals
Fashionistas Swappin’ Styles Sassy Doll,V7145,2011,19,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/fashionistas-swappin-styles-sassy-doll.jpg,fashion_beauty
Fashion Fever Teresa Doll,G9011,2004,50,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-fever-teresa-doll.jpg,fashion_beauty
Fashion Design Plates Barbie Doll,X7892,2013,12,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-design-plates-barbie-doll.jpg,fashion_beauty
Fashion Angels Barbie Fashion Design Sketch Portfolio,22273,2013,11,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/fashion-angels-barbie-fashion-design-sketch-portfolio.jpg,fashion_beauty
Evergreen Princess Barbie,12123,1993,55,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/evergreen-princess-barbie.jpg,movie_show_chars
Evening Enchantment Barbie,19783,1998,15,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/evening-enchantment-barbie-19783.jpg,special_occasion
Design & Dress Studio Barbie Doll AA,W3926,2012,18,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/design-dress-studio-barbie-doll-aa.jpg,fashion_beauty
Design & Dress Studio Barbie Doll,W3923,2012,19,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/design-dress-studio-barbie-doll.jpg,fashion_beauty
Day to Night Ken aka Elegancia Noche y Dia Ken,9019,1985,12,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/day-to-night-ken-aka-elegancia-noche-y-dia-ken.jpg,ken
Couture Confection Bride Barbie,J0981,2007,335,,500,https://www.barbiedb.com/wp-content/uploads/2020/05/couture-confection-bride-barbie.jpg,special_occasion
Country Ken,10.55.73,1993,80,,110,https://www.barbiedb.com/wp-content/uploads/2020/05/country-ken.jpg,ken
Complete Barbie Spy Squad DVD & Doll Gift Set,T03404B,2016,65,,79,https://www.barbiedb.com/wp-content/uploads/2020/05/complete-barbie-spy-squad-dvd-doll-gift-set.jpg,sets
Color Magic Barbie,B3437,2004,45,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/color-magic-barbie.jpg,
Chataine Barbie,B4425,2003,170,,180,https://www.barbiedb.com/wp-content/uploads/2020/05/chataine-barbie.jpg,limited_edition
Capricorn Barbie,C6250,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/capricorn-barbie-c6250.jpg,horoscopes
Capricorn Barbie,C6237,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/capricorn-barbie.jpg,horoscopes
Candy Glam Barbie and Vehicle Giftset,N3840,2009,180,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/candy-glam-barbie-and-vehicle-giftset.jpg,glamorous
Cancer Barbie,C6256,2005,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/cancer-barbie-c6256.jpg,horoscopes
Cali Girl Summer & Horse,H0836,2005,45,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/cali-girl-summer-horse.jpg,california_girl
Bob Mackie Queen of Hearts,12046,1995,70,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/bob-mackie-queen-of-hearts.jpg,Bob Mackie
Bob Mackie Lady of the Unicorns Barbie,K7971,2008,650,,700,https://www.barbiedb.com/wp-content/uploads/2020/05/bob-mackie-lady-of-the-unicorns-barbie.jpg,Bob Mackie
Barbie’s Little Sister Skipper Skating Fun Outfit,1908,1964,150,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-little-sister-skipper-skating-fun-outfit.jpg,family_friends
Barbie’s Little Sister Skipper Red Sensation Outfit,1901,1964,125,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-little-sister-skipper-red-sensation-outfit.jpg,family_friends
Barbie’s Little Sister Skipper Masquerade Party Outfit,1903,1964,150,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-little-sister-skipper-masquerade-party-outfit.jpg,family_friends
Barbie’s Little Sister Skipper Flower Girl Outfit,1904,1964,150,,225,https://www.barbiedb.com/wp-content/uploads/2020/05/barbies-little-sister-skipper-flower-girl-outfit.jpg,family_friends
BarbieI Can Be Teacher Playset (AA),BBD78,2013,19,,44,https://www.barbiedb.com/wp-content/uploads/2020/05/barbiei-can-be-teacher-playset-aa.jpg,sets
Barbie/Ken Dolls Date Night Fashion Assortment,X7862,2013,30,,42,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-ken-dolls-date-night-fashion-assortment.jpg,fashion_beauty
Barbie With Shoe Closet,CFR54,2014,16,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-with-shoe-closet.jpg,sets
Barbie Western FUN Camping Playset,7487,1990,250,,270,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-western-fun-camping-playset.jpg,sets
Barbie Volkswagen Microbus,54251,2002,300,,477,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-volkswagen-microbus.jpg,vehicles
Barbie Video Girl (AA),R4807,2010,50,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-video-girl-aa.jpg,careers
Barbie Tropical Pool and Patio Set Playset,3041,1986,150,,225,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-tropical-pool-and-patio-set-playset.jpg,sets
Barbie Travel Train Vehicle,54254,2002,65,,277,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-travel-train-vehicle.jpg,vehicles
Barbie Travel Agent,7747,1986,80,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-travel-agent.jpg,careers
Barbie Totally Hair/Ultra Hair Wave It! Teresa,M9431,2008,24,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-totally-hair-ultra-hair-wave-it-teresa.jpg,fashion_beauty
Barbie Totally Hair/Ultra Hair Wave It! Nikki Doll,M9432,2008,40,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-totally-hair-ultra-hair-wave-it-nikki-doll.jpg,fashion_beauty
Barbie Totally Hair/Ultra Hair Wave It! Doll,M9430,2008,45,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-totally-hair-ultra-hair-wave-it-doll.jpg,fashion_beauty
Barbie The Princess and The Popstar Fashion Keira Doll,X5128,2013,30,,44,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-princess-and-the-popstar-fashion-keira-doll.jpg,movie_show_chars
Barbie The Princess & The Popstar Keira Doll,X3691,2012,70,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-princess-the-popstar-keira-doll.jpg,movie_show_chars
Barbie The Pearl Princess Lumina Doll,BLX27,2014,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-pearl-princess-lumina-doll-blx27.jpg,birth_stone
Barbie The Pearl Princess Lumina Doll,BDB45,2014,14,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-the-pearl-princess-lumina-doll.jpg,birth_stone
Barbie Teresa Doll and Fashions Giftset,CML81,2015,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-teresa-doll-and-fashions-giftset.jpg,sets
Barbie Teresa Beach Doll,X9599,2013,6,,11,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-teresa-beach-doll.jpg,vacation
Barbie Teresa Ballerina Doll,G8470,2005,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-teresa-ballerina-doll-278x1024.jpg,special_occasion
Barbie Tawny Horse and Doll Set,CFN42,2015,25,,44,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-tawny-horse-and-doll-set-cfn42.jpg,sets
Barbie Tawny Horse and Doll Set,BJF78,2014,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-tawny-horse-and-doll-set.jpg,sets
Barbie Swim & Dance Mermaid Doll  (Walmart),W2055,2011,25,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-swim-dance-mermaid-doll-walmart.jpg,movie_show_chars
Barbie Sweet Treats Cafe Fashion Outfits,Y7099,2013,18,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sweet-treats-cafe-fashion-outfits.jpg,dining
Barbie Super Style Nikki,X9581,2013,9,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-super-style-nikki.jpg,fashion_beauty
Barbie Summer Pom Pom Divas Twirl Girls,L2932,2007,25,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-summer-pom-pom-divas-twirl-girls.jpg,vacation
Barbie Summer Day 2 Nite Doll,M4832,2008,18,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-summer-day-2-nite-doll.jpg,vacation
Barbie Style Midge Doll,CBD30,2014,14,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-style-midge-doll-cbd30.jpg,fashion_beauty
Barbie Store It All,12305,2010,26,,37,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-store-it-all.jpg,
Barbie Stepping Out Doll Set,X4878,2013,30,,80,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-stepping-out-doll-set.jpg,sets
Barbie Spy Squad Teresa Doll,DNK02,2015,10,,53,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-spy-squad-teresa-doll.jpg,
Barbie Spy Squad Secret Agent Motorcycle & Techbot Pet,DHF21,2016,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-spy-squad-secret-agent-motorcycle-techbot-pet.jpg,pets
Barbie Springtime Barbie Keepsake Ornament 1995,QEO8069,1995,5,,13,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-springtime-barbie-keepsake-ornament-1995.jpg,holiday
Barbie Spin ‘N Ride Pups,CLD94,2015,30,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-spin-n-ride-pups.jpg,pets
Barbie Sparkle Kingdom Game,41002,1996,70,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sparkle-kingdom-game.jpg,
Barbie Sparkle and Shine Fashions,BCF72,2014,22,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sparkle-and-shine-fashions.jpg,fashion_beauty
Barbie So Much To Do Pretty Pet Parlor,67154,1994,70,,140,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-much-to-do-pretty-pet-parlor-67154.jpg,pets
Barbie So In Style Trichelle Prom Doll,BGT12,2014,12,,21,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-trichelle-prom-doll.jpg,fashion_beauty
Barbie So In Style S.I.S Kara Doll,BGT13,2014,14,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-s-i-s-kara-doll-2.jpg,fashion_beauty
Barbie So In Style Pastry Trichelle,V7102,2011,110,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-pastry-trichelle.jpg,fashion_beauty
Barbie So In Style Pastry (Chandra),V7104,2011,70,,149,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-pastry-chandra.jpg,fashion_beauty
Barbie So In Style Grace Doll and Fashion Gift Set,BLT23,2014,15,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-so-in-style-grace-doll-and-fashion-gift-set-615x1024.jpg,sets
Barbie Slide & Spin Pups! Playset  [AA],Y1173,2013,24,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-slide-spin-pups-playset-aa.jpg,sets
Barbie Skipper Get-Ups ‘N Go Flower Girl,7847,1974,75,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-get-ups-n-go-flower-girl.jpg,
Barbie Skipper Get-Ups ‘N Go Bicentennial Fashions Patriotic & Pretty,9165,1976,30,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-get-ups-n-go-bicentennial-fashions-patriotic-pretty.jpg,fashion_beauty
Barbie Skipper City Shopping Outfit,2809,1979,125,,180,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-city-shopping-outfit.jpg,city_girl
Barbie Skipper & Scooter Town Togs Outfit,1922,1965,155,,200,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-skipper-scooter-town-togs-outfit.jpg,fashion_beauty
Barbie Sit in Style,23421,2000,15,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sit-in-style.jpg,fashion_beauty
Barbie Sisters Train Taffy,W3286,2012,25,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-train-taffy.jpg,family_friends
Barbie Sisters Stable Play Set (Sam’s Club/WM),BFY08,2013,60,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-stable-play-set-sams-club-wm.jpg,sets
Barbie Sisters’ Sleeptime! Bedroom for 3,T7534,2011,25,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-sleeptime-bedroom-for-3.jpg,family_friends
Barbie Sisters Safari Stacie Doll,BGV58,2013,15,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-stacie-doll.jpg,family_friends
Barbie Sisters Safari Fun Skipper and Chelsea Doll 2-Pack,BDG26,2013,22,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-fun-skipper-and-chelsea-doll-2-pack.jpg,family_friends
Barbie Sisters Safari Fun Barbie and Stacie Doll 2-Pack,BDG25,2013,25,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-fun-barbie-and-stacie-doll-2-pack.jpg,family_friends
"Barbie Sisters Safari Chelsea Doll, Zebra",BDG33,2015,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-safari-chelsea-doll-zebra.jpg,family_friends
Barbie Sisters Fun Prizes Barbie and Stacie Doll,X9068,2013,18,,26,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-fun-prizes-barbie-and-stacie-doll.jpg,family_friends
Barbie Sisters Camping Skipper Doll,CCX01,2014,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-camping-skipper-doll.jpg,hobby_activity
Barbie Sisters Camp Out Set with Stacie Doll,V4401,2011,70,,140,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-camp-out-set-with-stacie-doll.jpg,sets
Barbie Sisters’ Bike For Two!,X9057,2013,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-bike-for-two.jpg,hobby_activity
Barbie Sisters Barbie and Stacie Doll 2-Pack,CGF35,2015,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-sisters-barbie-and-stacie-doll-2-pack.jpg,family_friends
Barbie Singing Star Microphone,BE-076,2012,12,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-singing-star-microphone.jpg,show_time
Barbie Shower & Show Horse,N7654,2008,70,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-shower-show-horse.jpg,pets
Barbie Saddle ‘N Ride Horse,CMP27,2015,32,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-saddle-n-ride-horse-cmp27.jpg,pets
Barbie Route 66 Camping Fun Playset,88755,2000,80,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-route-66-camping-fun-playset.jpg,sets
Barbie Romantic Princess Parlor Playset,57350,1998,55,,90,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-romantic-princess-parlor-playset.jpg,sets
Barbie Red Riding Hood and the Wolf Outfit,880,1964,275,,350,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-red-riding-hood-and-the-wolf-outfit.jpg,fashion_beauty
Barbie RC Convertible,DGC54,2015,50,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rc-convertible.jpg,vehicles
Barbie Rapunzel’s Wedding Prince Stefan Doll (AA),J1017,2005,35,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rapunzels-wedding-prince-stefan-doll-aa.jpg,special_occasion
Barbie Rapunzel Cut & Style Salon,N5030,2009,38,,48,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rapunzel-cut-style-salon.jpg,fashion_beauty
Barbie Rainbow Lights Mermaid Doll,DHC40,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-rainbow-lights-mermaid-doll.jpg,movie_show_chars
Barbie R/C Ice Princess,M8630,2008,100,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-r-c-ice-princess.jpg,movie_show_chars
Barbie Quick Curl Francie,4222,1973,180,,235,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-quick-curl-francie.jpg,
"Barbie Princess Unicorn, Purple",X9183,2013,22,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-unicorn-purple-2.jpg,movie_show_chars
Barbie Princess Unicorn (Purple),X0383,2012,35,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-unicorn-purple.jpg,movie_show_chars
Barbie Princess Unicorn (Pink),X0382,2012,35,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-unicorn-pink.jpg,movie_show_chars
Barbie Princess Unicorn,X9182,2013,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-unicorn.jpg,movie_show_chars
Barbie Princess Teresa Doll and Gift for Girl Necklace,T7377,2012,13,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-teresa-doll-and-gift-for-girl-necklace.jpg,movie_show_chars
Barbie Princess Tea Party Teresa Doll,T7371,2012,20,,53,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-tea-party-teresa-doll.jpg,movie_show_chars
Barbie Princess Tea Party,T7370,2012,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-tea-party.jpg,movie_show_chars
"Barbie Princess Doll, Candy Fashion",DHM54,2016,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-doll-candy-fashion.jpg,movie_show_chars
Barbie Princess Doll and Gift for Girl Necklace,T7376,2012,13,,21,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-doll-and-gift-for-girl-necklace.jpg,movie_show_chars
Barbie Princess Charm School: School Girl Princess Delancy Doll,V8703,2011,18,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-school-girl-princess-delancy-doll.jpg,movie_show_chars
Barbie Princess Charm School: School Girl Princess Blair Doll,V8701,2011,17,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-school-girl-princess-blair-doll.jpg,movie_show_chars
Barbie Princess Charm School Princess Blair Doll,V6956,2011,22,,42,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-princess-blair-doll.jpg,movie_show_chars
Barbie Princess Charm School Princess Blair AA Doll,V8347,2011,25,,48,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-princess-blair-aa-doll.jpg,movie_show_chars
Barbie Princess Charm School Mini Kingdom Delancy (Wal-Mart),W1920,2011,18,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-mini-kingdom-delancy-wal-mart.jpg,movie_show_chars
Barbie Princess Charm School Hadley School Girl Doll,V8702,2011,16,,56,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-charm-school-hadley-school-girl-doll.jpg,movie_show_chars
Barbie Princess and the Popstar Lights & Music Castle,X9438,2012,150,,180,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-and-the-popstar-lights-music-castle.jpg,movie_show_chars
Barbie Princess And Popstar Keira Doll,X8549,2012,55,,87,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-princess-and-popstar-keira-doll.jpg,movie_show_chars
Barbie Pretty As A Picture Outfit,1652,1966,375,,550,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pretty-as-a-picture-outfit.jpg,fashion_beauty
Barbie Potty Trainin’ Pup,CFN43,2015,16,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-potty-trainin-pup-580x1024.jpg,pets
Barbie Playtime for Kittens,X3225,2013,50,,75,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-playtime-for-kittens.jpg,pets
Barbie Play All Day Baby Doctor & Office Playset,J9500,2006,80,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-play-all-day-baby-doctor-office-playset.jpg,sets
Barbie Pink Shoes Kristyn Farraday Doll (Emerging Channels),Y6589,2012,12,,16,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pink-shoes-kristyn-farraday-doll-emerging-channels.jpg,
Barbie Pink Shoes Ballet Studio Playset,Y8517,2013,24,,42,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pink-shoes-ballet-studio-playset.jpg,sets
Barbie Pink & Fabulous,BFW16,2013,15,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pink-fabulous-553x1024.jpg,
Barbie Picnic Fun set,7341,1988,40,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-picnic-fun-set-776x1024.jpg,sets
Barbie Photographer Set,F135,2014,19,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-photographer-set.jpg,sets
"Barbie Pearl Princess with Prince Ken Triton, 2-Pack",BLL49,2014,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-pearl-princess-with-prince-ken-triton-2-pack-bll49.jpg,birth_stone
Barbie Party Dazzle Fashion Mall Shop,3098,1990,90,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-party-dazzle-fashion-mall-shop.jpg,special_occasion
Barbie Outdoor Art Show Outfit,1650,1966,525,,650,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-outdoor-art-show-outfit.jpg,fashion_beauty
Barbie Nursery Furniture Playset,G9069,2005,29,,48,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-nursery-furniture-playset.jpg,sets
Barbie Nikki Fashionistas Star with Dog,X2281,2012,15,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-nikki-fashionistas-star-with-dog.jpg,pets
Barbie Nikki Doll and Fashions Giftset,CMM03,2015,13,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-nikki-doll-and-fashions-giftset.jpg,sets
Barbie Nikki Beach Doll,X9601,2013,6,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-nikki-beach-doll.jpg,vacation
Barbie My Scene Snow Glam Madison Westley Doll,L9339,2008,22,,47,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-snow-glam-madison-westley-doll.jpg,glamorous
Barbie My Scene Snow Glam Delancey Doll,L9341,2008,15,,34,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-snow-glam-delancey-doll.jpg,glamorous
Barbie My Scene My Bling Bling Chelsea Doll,J1040,2006,44,,60,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-my-scene-my-bling-bling-chelsea-doll-j1040.jpg,
