,Title,Product #,Released,Lowest,Average,Highest,URL
928,Barbie Glam Vanity,X7940,2013,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-vanity.jpg
929,Barbie Glam Vacation House,X7945,2013,35,,58,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-vacation-house.jpg
930,Barbie Glam Refrigerator,X7937,2012,10,,14,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-refrigerator-795x1024.jpg
931,Barbie Glam Pool,X9299,2013,14,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-pool-x9299.jpg
932,Barbie Glam House & Doll Set,V7546,2012,70,,150,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-house-doll-set.jpg
933,Barbie Glam Getaway House,CHF54,2015,35,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-getaway-house-2.jpg
934,Barbie Glam Convertible! and Doll,V0834,2013,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-convertible-and-doll-v0834.jpg
935,Barbie Glam Convertible,W3158,2012,18,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-convertible-w3158.jpg
936,Barbie Glam Converible Kmart,X0451,2012,16,,32,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-glam-converible-kmart.jpg
937,Barbie Get Ups An Go Red Shine for Rain Time,9739,1977,90,,125,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-get-ups-an-go-red-shine-for-rain-time.jpg
938,Barbie Fun Fixin Stove Set Deluxe Appliance Playset,67692,1997,60,,98,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fun-fixin-stove-set-deluxe-appliance-playset.jpg
939,Barbie Francie and Her Swingin’ Separates,1042,1966,650,,850,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-francie-and-her-swingin-separates.jpg
940,Barbie Fountain Pool Playset,12650,1993,150,,280,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fountain-pool-playset.jpg
941,Barbie Flower ‘N Flutter Fairy Doll Teresa,W4470,2011,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-flower-n-flutter-fairy-doll-teresa.jpg
942,Barbie Flower ‘N Flutter Fairy Doll (Blossom Magic Fairy),W4469,2011,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-flower-n-flutter-fairy-doll-blossom-magic-fairy.jpg
943,Barbie Flight Time Play Set,2081,1990,290,,300,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-flight-time-play-set.jpg
944,Barbie Fashions Top #2,CMV53,2016,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-top-2.jpg
945,Barbie Fashions Top #1,CMV52,2016,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-top-1.jpg
946,Barbie Fashions Teresa Doll Giftset,CDK54,2014,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-teresa-doll-giftset.jpg
947,Barbie Fashions Dress #9,CMV46,2016,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-9.jpg
948,Barbie Fashions Dress #8,CMV45,2016,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-8.jpg
949,Barbie Fashions Dress #7,CMV44,2016,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-7.jpg
950,Barbie Fashions Dress #6,CMV43,2016,5,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-6.jpg
951,Barbie Fashions Dress #5,CMV42,2016,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-5.jpg
952,Barbie Fashions Dress #4,CLL60,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-4.jpg
953,Barbie Fashions Dress #3,CLL59,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-3.jpg
954,Barbie Fashions Dress #2,CLL58,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-dress-3.jpg
955,Barbie Fashions Complete Look 2-Pack #6,CLL22,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-6.jpg
956,Barbie Fashions Complete Look 2-Pack #5,CLL21,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-5.jpg
957,Barbie Fashions Complete Look 2-Pack #4,CLL20,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-4.jpg
958,Barbie Fashions Complete Look 2-Pack #3,CLL19,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-3.jpg
959,Barbie Fashions Complete Look 2-Pack #2,CLL18,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-2.jpg
960,Barbie Fashions Complete Look 2-Pack #1,CLL17,2015,12,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-complete-look-2-pack-1.jpg
961,Barbie Fashions Candy Theme Party Outfit,N7480,2009,32,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashions-candy-theme-party-outfit.jpg
962,Barbie Fashionistas Wild Doll,R9881,2010,26,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-wild-doll.jpg
963,Barbie Fashionistas Teresa Ultimate Wardrobe Boho Chic Doll,X2271,2012,28,,51,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-teresa-ultimate-wardrobe-boho-chic-doll.jpg
964,Barbie Fashionistas Teresa Glam Party Night,CLL35,2015,15,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-teresa-glam-party-night.jpg
965,Barbie Fashionistas Teresa Doll,X2274,2012,14,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-teresa-doll.jpg
966,Barbie Fashionistas Teresa Barbie Doll,Y7489,2013,20,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-teresa-barbie-doll.jpg
967,Barbie Fashionistas Swappin’ Styles Sweetie Doll,V4382,2011,17,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-sweetie-doll.jpg
968,Barbie Fashionistas Swappin Styles Sporty Wave 2,V4383,2011,21,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-sporty-wave-2.jpg
969,Barbie Fashionistas Swappin Styles Glam Wave 2,V4380,2011,18,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-glam-wave-2.jpg
970,Barbie Fashionistas Swappin Styles Artsy Doll,V7146,2011,18,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-swappin-styles-artsy-doll.jpg
971,Barbie Fashionistas Sporty Doll,T3326,2010,60,,88,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-sporty-doll.jpg
972,Barbie Fashionistas Raquelle Glam Party Night,CLL36,2015,13,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-raquelle-glam-party-night.jpg
973,Barbie Fashionistas Raquelle Fashion Doll,Y7492,2013,10,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-raquelle-fashion-doll.jpg
974,Barbie Fashionistas Nikki Doll,X2275,2012,12,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-nikki-doll-x2275.jpg
975,Barbie Fashionistas In The Spotlight Doll,W1597,2011,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-in-the-spotlight-doll-w1597.jpg
976,Barbie Fashionistas In The Spotlight Doll,W1596,2011,14,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-in-the-spotlight-doll-w1596.jpg
977,Barbie Fashionistas In The Spotlight Doll,V9513,2011,11,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-in-the-spotlight-doll.jpg
978,Barbie Fashionistas Gown Doll,Y7632,2013,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-gown-doll.jpg
979,Barbie Fashionistas Fashion Fabulous Doll,Y7501,2012,25,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-fashion-fabulous-doll-y7501.jpg
980,Barbie Fashionistas Fashion Fabulous Doll,Y7500,2012,15,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-fashion-fabulous-doll.jpg
981,Barbie Fashionistas Dream Dress #2,CLN60,2015,8,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-dream-dress-2-700x1024.jpg
982,Barbie Fashionistas Doll Tribal Print Romper,CLN63,2015,8,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-tribal-print-romper-418x1024.jpg
983,Barbie Fashionistas Doll Red Ruffles,CLN68,2015,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-red-ruffles-485x1024.jpg
984,Barbie Fashionistas Doll Plum Plaid,CLN64,2015,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-plum-plaid-436x1024.jpg
985,Barbie Fashionistas Doll Denim & Lace #5,CLN62,2015,8,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-denim-lace-5.jpg
986,Barbie Fashionistas Doll 45 Boho Fringe Doll & Fashions – Tall,DTF08,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-45-boho-fringe-doll-fashions-tall.jpg
987,Barbie Fashionistas Doll 44 Leather & Ruffles Doll & Fashions – Tall,DTF07,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-44-leather-ruffles-doll-fashions-tall.jpg
988,Barbie Fashionistas Doll 43 Lacey Blue Doll & Fashion – Tall,DTF06,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-43-lacey-blue-doll-fashion-tall.jpg
989,Barbie Fashionistas Doll 42 Blue Violet Doll & Fashions – Petite,DTF05,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-42-blue-violet-doll-fashions-petite.jpg
990,Barbie Fashionistas Doll 40 Pizza Pizzazz Doll & Fashions – Petite,DTF03,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-40-pizza-pizzazz-doll-fashions-petite.jpg
991,Barbie Fashionistas Doll 37 Everyday Chic Doll & Fashions – Curvy,DTF00,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-37-everyday-chic-doll-fashions-curvy.jpg
992,Barbie Fashionistas Doll 36 Chic with a Wink Doll & Fashions – Original,DTD99,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-36-chic-with-a-wink-doll-fashions-original.jpg
993,Barbie Fashionistas Doll 35 Peace & Love Doll & Fashions – Original,DTD98,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-35-peace-love-doll-fashions-original.jpg
994,Barbie Fashionistas Doll 34 B-Fabulous Doll & Fashions – Original,DTD97,2016,20,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-34-b-fabulous-doll-fashions-original.jpg
995,Barbie Fashionistas Doll 18 Va-Va-Violet – Original,DGY59,2016,10,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-18-va-va-violet-original.jpg
996,Barbie Fashionistas Doll #2,CLN65,2015,15,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-2-416x1024.jpg
997,Barbie Fashionistas Doll #10 Kitty Dress,CLN66,2015,15,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-10-kitty-dress-389x1024.jpg
998,Barbie Fashionistas Doll,CLN59,2015,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-cln59-434x1024.jpg
999,Barbie Fashionistas Doll,CLN61,2015,17,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-doll-cln61-432x1024.jpg
1000,Barbie Fashionistas Barbie Doll and Pet,X2279,2012,19,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionistas-barbie-doll-and-pet.jpg
1001,Barbie Fashionista Teresa,DGF19,2015,11,,14,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-teresa-348x1024.jpg
1002,Barbie Fashionista Summer Doll,BHY15,2013,11,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-summer-doll.jpg
1003,Barbie Fashionista Sporty Fashion Assortment,R6814,2011,30,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-sporty-fashion-assortment-r6814.jpg
1004,Barbie Fashionista Raquelle Doll,BHY14,2013,10,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-raquelle-doll.jpg
1005,Barbie Fashionista Gown,BLT12,2013,8,,14,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-gown-513x1024.jpg
1006,Barbie Fashionista Blonde Doll (Pink),BMK27,2013,25,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-blonde-doll-pink.jpg
1007,Barbie Fashionista Blonde Doll (Gold),BMK28,2013,35,,47,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashionista-blonde-doll-gold.jpg
1008,"Barbie Fashion Pack, Spottie Dot Summer Top",DHK05,2015,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-pack-spottie-dot-summer-top.jpg
1009,Barbie Fashion Pack – Pink Peplum Skirt,DHH46,2015,4,,8,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-pack-pink-peplum-skirt.jpg
1010,Barbie Fashion Mix ‘N Match Doll Blonde,DJW58,2015,18,,24,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-mix-n-match-doll-blonde.jpg
1011,Barbie Fashion Frames Suburban Shopper,B6524,2004,55,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-frames-suburban-shopper.jpg
1012,Barbie Fashion Frames Solo in the Spotlight,B6523,2004,35,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-frames-solo-in-the-spotlight.jpg
1013,Barbie Fashion Frames Bathing Suit,B5900,2004,28,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-frames-bathing-suit.jpg
1014,Barbie Fashion Fever Electronic Diary,K8251,2006,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-fever-electronic-diary.jpg
1015,Barbie Fashion Editor Outfit,1635,1966,410,,475,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-editor-outfit.jpg
1016,Barbie Fashion Design Plates and Doll,BDB27,2014,10,,19,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-plates-and-doll.jpg
1017,Barbie Fashion Design Plates AA,X7893,2013,12,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-plates-aa.jpg
1018,Barbie Fashion Design Maker and Refill Pack Gift Set (AA),T0307B,2014,51,,70,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-maker-and-refill-pack-gift-set-aa.jpg
1019,Barbie Fashion Design Maker (AA),CFB94,2014,18,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-maker-aa.jpg
1020,Barbie Fashion Design Maker,CJG65,2014,40,,50,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-design-maker-cjg65.jpg
1021,Barbie Fashion Bottoms #2,CMV55,2016,8,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-bottoms-2.jpg
1022,Barbie Fashion Bottoms #1,CMV54,2016,6,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fashion-bottoms-1.jpg
1023,Barbie Family Tent Giftset (Walmart),Y1113,2012,35,,128,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-family-tent-giftset-walmart.jpg
1024,Barbie Fairytopia Mermaidia Yellow Seabutterfly Doll,J0731,2006,19,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytopia-mermaidia-yellow-seabutterfly-doll.jpg
1025,Barbie Fairytopia Magic of the Rainbow Mix & Switch Fairy Doll (Ladybug),K8149,2007,27,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytopia-magic-of-the-rainbow-mix-switch-fairy-doll-ladybug.jpg
1026,Barbie Fairytopia Magic of the Rainbow Enchanted Giftset,K8163,2007,70,,290,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytopia-magic-of-the-rainbow-enchanted-giftset.jpg
1027,Barbie Fairytopia Magic Of The Rainbow,K9243,2007,30,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytopia-magic-of-the-rainbow.jpg
1028,Barbie Fairy-Tastic Pink/Purple Princess Doll,P6563,2009,18,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy-tastic-pink-purple-princess-doll.jpg
1029,Barbie Fairytale Swim N Play Mermaid,X9261,2012,50,,65,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-swim-n-play-mermaid.jpg
1030,Barbie Fairytale Princess Nikki Doll,CFF22,2015,16,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-princess-nikki-doll.jpg
1031,"Barbie Fairytale Princess Fashion Doll, Pink and White",X9439,2013,15,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-princess-fashion-doll-pink-and-white.jpg
1032,"Barbie Fairytale Princess Fashion Doll, Pink and Purple",X9440,2013,31,,41,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-princess-fashion-doll-pink-and-purple.jpg
1033,"Barbie Fairytale Princess Fashion Doll, Brunette",X9441,2013,18,,29,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-princess-fashion-doll-brunette.jpg
1034,Barbie Fairytale Groom Doll,CFF38,2015,10,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-groom-doll.jpg
1035,Barbie Fairytale 3-Doll Gift Set,CKB30,2015,28,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairytale-3-doll-gift-set.jpg
1036,Barbie Fairy Hideaway Mega Bloks,CNF04,2014,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy-hideaway-mega-bloks.jpg
1037,Barbie Fairy (Teresa),W2967,2012,17,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy-teresa.jpg
1038,Barbie Fairy,W2966,2012,15,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fairy.jpg
1039,Barbie Fab Girl Assortment,T7584,2013,12,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-fab-girl-assortment.jpg
1040,Barbie Entrepreneur Doll (Asian),CCJ44,2014,12,,21,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-entrepreneur-doll-asian.jpg
1041,Barbie Entrepreneur Doll (AA),CBD24,2014,12,,27,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-entrepreneur-doll-aa.jpg
1042,Barbie Endless Hair Kingdom Snap ‘n Style Princess Nikki,DPH25,2015,20,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-endless-hair-kingdom-snap-n-style-princess-nikki.jpg
1043,"Barbie Endless Hair Kingdom Chelsea Doll, Purple",DKB58,2015,8,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-endless-hair-kingdom-chelsea-doll-purple.jpg
1044,"Barbie Endless Hair Kingdom Chelsea Doll, Pink",DKB54,2015,8,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-endless-hair-kingdom-chelsea-doll-pink.jpg
1045,"Barbie Endless Hair Kingdom Chelsea Doll, Blue",DKB55,2015,8,,10,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-endless-hair-kingdom-chelsea-doll-blue.jpg
1046,Barbie Electric Keyboard,60359,2015,24,,29,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-electric-keyboard.jpg
1047,Barbie Dream Vanity,N4896,2009,76,,131,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dream-vanity.jpg
1048,Barbie Doll with Fashions (AA),CMD11,2013,13,,15,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-with-fashions-aa.jpg
1049,Barbie Doll Sushi Barbie Mini House Accessory Pack – Sushi Set,CFB61,2015,14,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-sushi-barbie-mini-house-accessory-pack-sushi-set.jpg
1050,Barbie Doll Feed and CuddleTawny Horse,BJX85,2014,74,,85,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-feed-and-cuddletawny-horse.jpg
1051,Barbie Doll Assortment,T7439,2011,10,,16,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-assortment.jpg
1052,Barbie Doll and Speedboat,BCG79,2013,21,,55,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-and-speedboat.jpg
1053,Barbie Doll and Fashions Giftset,CML80,2015,15,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-and-fashions-giftset.jpg
1054,Barbie Doll & Horse,DHB68,2015,25,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-horse.jpg
1055,Barbie Doll & Accessory Gift Pack – Assortment,CML91,2015,15,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-doll-accessory-gift-pack-assortment.jpg
1056,Barbie Dog Show,M8603,2008,18,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dog-show.jpg
1057,Barbie Dinner Date Night Dining Room Set and Doll AA,X4934,2012,18,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dinner-date-night-dining-room-set-and-doll-aa.jpg
1058,Barbie Dinner Date Brunette,C2521,2002,11,,22,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dinner-date-brunette.jpg
1059,Barbie Digital Dress Doll,Y8178,2013,40,,66,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-digital-dress-doll.jpg
1060,Barbie Deluxe Stylin Head,83017,2013,30,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-deluxe-stylin-head.jpg
1061,Barbie Dazzling Diva Light-Up Guitar,BE-639,2015,24,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dazzling-diva-light-up-guitar.jpg
1062,Barbie Day Looks Fashion Assortment,CBX04,2014,12,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-day-looks-fashion-assortment.jpg
1063,Barbie Dance Magic Beauty Salon Playset,7421,1989,260,,280,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-dance-magic-beauty-salon-playset-1024x1024.jpg
1064,Barbie COUNTRY CAMPER Playset,4994,1970,60,,120,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-country-camper-playset.jpg
1065,Barbie Corduroy Cool,23658,1999,15,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-corduroy-cool.jpg
1066,Barbie Cooking Magic Barbeque Set,67684,1997,80,,100,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cooking-magic-barbeque-set.jpg
1067,Barbie Complete Play Theme Eye Doctor (AA),CKJ73,2015,20,,52,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-complete-play-theme-eye-doctor-aa.jpg
1068,"Barbie Color, Cut, and Curl Styling Head (AA)",61235,2015,37,,59,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-cut-and-curl-styling-head-aa.jpg
1069,"Barbie Color, Cut, and Curl Styling Head – Brunette",61240,2015,37,,56,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-cut-and-curl-styling-head-brunette.jpg
1070,"Barbie Color, Cut, and Curl Styling Head – Blonde",61125,2015,37,,51,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-cut-and-curl-styling-head-blonde.jpg
1071,Barbie Color Magic Mermaid Dolls,X9177,2013,18,,36,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-magic-mermaid-dolls.jpg
1072,Barbie Color Magic Mermaid Doll,X9178,2013,19,,33,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-color-magic-mermaid-doll.jpg
1073,Barbie Closet and Fashion Set,BMB99,2014,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-closet-and-fashion-set.jpg
1074,Barbie Clean-Up Pup! Playset,N4890,2009,22,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-clean-up-pup-playset-2.jpg
1075,Barbie Clean-up Pup,P7277,2009,25,,35,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-clean-up-pup.jpg
1076,Barbie Cinderella Outfit,872,1964,425,,500,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-cinderella-outfit.jpg
1077,Barbie Christie Ballerina Doll,G8471,2005,16,,25,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-christie-ballerina-doll.jpg
1078,Barbie Chelsea Pajama Fun Giftset,X6305,2012,20,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-pajama-fun-giftset.jpg
1079,Barbie Chelsea Friends Fox Doll,CGP10,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-friends-fox-doll.jpg
1080,Barbie Chelsea Doll & Pony Playset,CMY35,2015,26,,38,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-doll-pony-playset.jpg
1081,Barbie Chelsea Clubhouse!,CMY37,2015,30,,40,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-clubhouse.jpg
1082,Barbie Chelsea and Tawny Ride Together Gift Set,V8949,2011,28,,46,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-and-tawny-ride-together-gift-set.jpg
1083,Barbie Chelsea and Friends Bunny Doll,CGF43,2015,7,,12,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chelsea-and-friends-bunny-doll.jpg
1084,Barbie Champion Tawny Trotting Horse,V1582,2009,80,,140,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-champion-tawny-trotting-horse.jpg
1085,Barbie Chambray Dress Fashionistas Doll #4,CLN67,2015,10,,20,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-chambray-dress-fashionistas-doll-4-393x1024.jpg
1086,Barbie Careers Zookeeper Doll and Playset,CBL20,2015,21,,30,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-zookeeper-doll-and-playset.jpg
1087,Barbie Careers Tennis Player,CFR04,2015,11,,18,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-tennis-player-382x1024.jpg
1088,Barbie Careers Teacher Nikki,CFX35,2015,20,,28,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-teacher-nikki.jpg
1089,Barbie Careers Teacher Doll Playset AA,BFR06,2013,20,,45,https://www.barbiedb.com/wp-content/uploads/2020/05/barbie-careers-teacher-doll-playset-aa.jpg
